transaction_id,transaction_type,merchant_category,device_type,network_type,hour_of_day,day_of_week,is_weekend
TXN0000216675,Recharge,Fuel,Android,5G,15,Wednesday,0
TXN0000216883,P2P,Transport,Android,4G,18,Monday,0
TXN0000216902,P2M,Food,Android,5G,14,Tuesday,0
TXN0000217057,P2M,Other,Android,5G,19,Wednesday,0
TXN0000217096,P2P,Fuel,Android,4G,16,Wednesday,0
TXN0000217167,P2P,Shopping,Android,4G,15,Saturday,1
TXN0000217353,P2P,Grocery,Android,4G,13,Sunday,1
TXN0000217543,P2M,Shopping,iOS,5G,8,Sunday,1
TXN0000217763,P2P,Utilities,Android,4G,5,Monday,0
TXN0000217925,P2M,Grocery,Android,WiFi,17,Friday,0
TXN0000218235,P2P,Fuel,Android,WiFi,11,Thursday,0
TXN0000218249,P2P,Grocery,Android,4G,11,Friday,0
TXN0000218374,P2P,Transport,iOS,4G,4,Friday,0
TXN0000218704,P2M,Fuel,Android,4G,20,Sunday,1
TXN0000218721,P2P,Food,Android,4G,14,Thursday,0
TXN0000218762,P2M,Other,iOS,4G,19,Saturday,1
TXN0000218855,P2P,Other,Android,4G,19,Wednesday,0
TXN0000218947,P2M,Other,Android,4G,6,Friday,0
TXN0000218964,P2M,Grocery,Android,4G,17,Thursday,0
TXN0000218980,P2P,Grocery,iOS,WiFi,20,Saturday,1
TXN0000219190,P2P,Food,iOS,4G,22,Friday,0
TXN0000219252,P2M,Food,iOS,4G,7,Thursday,0
TXN0000219266,P2P,Grocery,Android,5G,19,Wednesday,0
TXN0000219278,P2P,Shopping,Android,5G,12,Sunday,1
TXN0000219618,P2M,Food,iOS,5G,23,Friday,0
TXN0000220187,P2M,Shopping,Android,5G,21,Saturday,1
TXN0000220229,P2M,Healthcare,Android,WiFi,1,Thursday,0
TXN0000220540,P2P,Shopping,Android,4G,22,Monday,0
TXN0000220680,Bill Payment,Healthcare,Android,4G,11,Wednesday,0
TXN0000220781,P2M,Grocery,Android,4G,17,Thursday,0
TXN0000221091,P2P,Grocery,iOS,4G,12,Monday,0
TXN0000221151,Bill Payment,Food,Android,4G,20,Tuesday,0
TXN0000221476,P2P,Healthcare,Android,4G,13,Wednesday,0
TXN0000221508,Bill Payment,Grocery,Android,WiFi,11,Tuesday,0
TXN0000221607,P2P,Food,Android,4G,20,Thursday,0
TXN0000221610,P2P,Transport,Android,5G,13,Friday,0
TXN0000221715,P2P,Transport,Android,4G,12,Thursday,0
TXN0000221828,P2P,Shopping,Android,4G,11,Sunday,1
TXN0000221841,P2P,Education,iOS,WiFi,8,Wednesday,0
TXN0000221882,P2M,Shopping,Android,5G,18,Thursday,0
TXN0000221964,P2P,Fuel,Android,4G,19,Tuesday,0
TXN0000221998,Recharge,Food,Android,4G,13,Sunday,1
TXN0000222119,Bill Payment,Grocery,Android,5G,13,Monday,0
TXN0000222459,P2P,Entertainment,Web,WiFi,19,Tuesday,0
TXN0000222730,P2M,Shopping,iOS,5G,17,Tuesday,0
TXN0000222837,P2M,Food,Android,4G,16,Tuesday,0
TXN0000222914,Recharge,Healthcare,iOS,4G,19,Friday,0
TXN0000222957,P2P,Grocery,Android,5G,21,Monday,0
TXN0000223037,Bill Payment,Other,Android,5G,21,Tuesday,0
TXN0000223049,P2M,Transport,iOS,4G,18,Sunday,1
TXN0000223134,P2P,Food,Android,WiFi,10,Saturday,1
TXN0000223148,Bill Payment,Other,Android,5G,3,Thursday,0
TXN0000223215,P2M,Grocery,Android,4G,20,Tuesday,0
TXN0000223238,P2P,Utilities,Android,4G,13,Monday,0
TXN0000223406,P2M,Food,Android,4G,9,Friday,0
TXN0000223483,P2P,Grocery,Android,5G,20,Sunday,1
TXN0000223686,Recharge,Shopping,iOS,5G,13,Thursday,0
TXN0000223709,P2P,Fuel,iOS,4G,13,Monday,0
TXN0000223766,P2P,Grocery,Android,4G,19,Friday,0
TXN0000223799,P2M,Transport,iOS,5G,7,Saturday,1
TXN0000223994,P2P,Shopping,Android,4G,11,Tuesday,0
TXN0000224098,Recharge,Food,Android,4G,18,Friday,0
TXN0000224178,P2M,Shopping,Android,4G,15,Sunday,1
TXN0000224285,Bill Payment,Transport,Web,5G,10,Saturday,1
TXN0000224515,P2P,Grocery,Android,4G,19,Saturday,1
TXN0000224545,P2P,Food,iOS,4G,18,Sunday,1
TXN0000224638,Bill Payment,Shopping,iOS,5G,13,Thursday,0
TXN0000224713,P2P,Transport,Android,4G,20,Tuesday,0
TXN0000224734,P2M,Grocery,Android,4G,20,Wednesday,0
TXN0000224980,Recharge,Shopping,Android,3G,22,Monday,0
TXN0000225188,P2P,Grocery,Android,4G,22,Sunday,1
TXN0000225204,P2P,Entertainment,Android,4G,19,Saturday,1
TXN0000225382,P2P,Healthcare,iOS,4G,15,Thursday,0
TXN0000225727,P2P,Grocery,Android,4G,20,Sunday,1
TXN0000225970,P2P,Food,Android,4G,14,Wednesday,0
TXN0000225997,P2P,Other,Android,4G,9,Wednesday,0
TXN0000226087,P2M,Fuel,Android,4G,11,Friday,0
TXN0000226199,P2M,Healthcare,Android,4G,22,Tuesday,0
TXN0000226313,Bill Payment,Healthcare,Android,5G,23,Tuesday,0
TXN0000226452,P2M,Grocery,Android,4G,12,Tuesday,0
TXN0000226493,Bill Payment,Grocery,iOS,WiFi,21,Wednesday,0
TXN0000226514,P2P,Food,Android,WiFi,17,Friday,0
TXN0000226610,P2M,Grocery,Android,4G,22,Saturday,1
TXN0000226857,P2P,Utilities,iOS,4G,19,Thursday,0
TXN0000226920,P2M,Shopping,Android,WiFi,10,Monday,0
TXN0000226955,P2M,Utilities,Android,4G,11,Saturday,1
TXN0000227082,P2P,Entertainment,iOS,5G,12,Thursday,0
TXN0000227208,P2M,Food,Android,5G,10,Saturday,1
TXN0000227322,P2P,Food,Android,4G,13,Wednesday,0
TXN0000227364,P2P,Fuel,Android,WiFi,17,Saturday,1
TXN0000227481,Bill Payment,Grocery,iOS,4G,22,Sunday,1
TXN0000227536,Bill Payment,Entertainment,Android,4G,14,Friday,0
TXN0000227780,P2P,Utilities,Android,4G,11,Thursday,0
TXN0000227855,P2P,Fuel,Android,WiFi,0,Friday,0
TXN0000227872,P2P,Grocery,Android,5G,19,Friday,0
TXN0000228036,P2P,Shopping,Android,4G,21,Sunday,1
TXN0000228360,P2P,Food,iOS,4G,1,Tuesday,0
TXN0000228362,Recharge,Utilities,iOS,4G,21,Monday,0
TXN0000228444,Bill Payment,Entertainment,Android,4G,20,Friday,0
TXN0000228541,P2M,Transport,Android,4G,11,Thursday,0
TXN0000228549,Bill Payment,Shopping,Android,4G,15,Sunday,1
TXN0000228765,P2P,Grocery,Android,4G,17,Saturday,1
TXN0000228884,P2P,Education,Android,4G,13,Tuesday,0
TXN0000229006,Recharge,Grocery,iOS,4G,18,Monday,0
TXN0000229146,P2P,Healthcare,Android,5G,17,Monday,0
TXN0000229198,P2P,Utilities,Android,5G,21,Tuesday,0
TXN0000229245,P2P,Other,iOS,WiFi,20,Friday,0
TXN0000229286,P2P,Utilities,Android,WiFi,21,Sunday,1
TXN0000229400,P2M,Food,Android,3G,22,Thursday,0
TXN0000229442,P2M,Healthcare,Android,4G,20,Thursday,0
TXN0000229500,Bill Payment,Utilities,Android,4G,22,Thursday,0
TXN0000229620,P2M,Entertainment,Android,4G,9,Monday,0
TXN0000229840,P2M,Fuel,Android,WiFi,20,Saturday,1
TXN0000229950,P2P,Food,Android,5G,12,Sunday,1
TXN0000230066,P2P,Shopping,iOS,4G,13,Saturday,1
TXN0000230116,P2M,Shopping,Android,4G,11,Wednesday,0
TXN0000230335,P2M,Shopping,Android,5G,23,Thursday,0
TXN0000230345,Bill Payment,Other,Android,4G,12,Saturday,1
TXN0000230359,P2P,Fuel,Android,4G,8,Tuesday,0
TXN0000230495,P2P,Fuel,Android,4G,21,Saturday,1
TXN0000230516,P2P,Utilities,Android,3G,16,Saturday,1
TXN0000230554,P2M,Grocery,Android,5G,23,Friday,0
TXN0000230731,P2P,Food,Web,4G,12,Wednesday,0
TXN0000230747,P2P,Healthcare,Android,WiFi,12,Sunday,1
TXN0000230780,P2M,Food,iOS,5G,11,Sunday,1
TXN0000230929,Bill Payment,Grocery,Android,5G,20,Wednesday,0
TXN0000230964,P2P,Food,Android,4G,3,Tuesday,0
TXN0000231167,P2P,Other,Android,5G,15,Friday,0
TXN0000231311,Bill Payment,Fuel,Android,4G,10,Wednesday,0
TXN0000231357,P2P,Shopping,Android,WiFi,11,Sunday,1
TXN0000231406,P2P,Grocery,Android,4G,12,Wednesday,0
TXN0000231894,P2P,Food,Android,4G,9,Friday,0
TXN0000232044,Bill Payment,Fuel,Android,4G,3,Tuesday,0
TXN0000232069,P2M,Other,Android,4G,18,Wednesday,0
TXN0000232111,P2P,Utilities,Web,4G,9,Thursday,0
TXN0000232127,P2M,Healthcare,Android,4G,14,Wednesday,0
TXN0000232138,P2P,Grocery,Web,4G,23,Monday,0
TXN0000232338,P2P,Food,Android,4G,18,Friday,0
TXN0000232370,P2P,Transport,Android,4G,14,Friday,0
TXN0000232467,P2M,Other,Android,5G,17,Thursday,0
TXN0000232617,P2P,Entertainment,Android,4G,20,Tuesday,0
TXN0000232621,P2M,Shopping,Android,4G,8,Wednesday,0
TXN0000232899,P2P,Other,Android,4G,13,Wednesday,0
TXN0000233020,Recharge,Shopping,iOS,WiFi,1,Tuesday,0
TXN0000233060,P2M,Shopping,Android,4G,21,Wednesday,0
TXN0000233223,Recharge,Shopping,Android,4G,16,Sunday,1
TXN0000233537,P2M,Transport,Android,4G,21,Tuesday,0
TXN0000233619,Recharge,Healthcare,Android,5G,20,Monday,0
TXN0000233663,P2M,Food,Android,4G,7,Friday,0
TXN0000233852,Recharge,Grocery,Android,WiFi,23,Saturday,1
TXN0000233968,Bill Payment,Grocery,Android,4G,17,Monday,0
TXN0000234144,P2P,Transport,Android,4G,10,Tuesday,0
TXN0000234145,P2P,Food,iOS,3G,10,Saturday,1
TXN0000234293,Bill Payment,Other,Android,5G,2,Friday,0
TXN0000234371,P2M,Grocery,Web,4G,19,Wednesday,0
TXN0000234381,P2P,Food,Android,4G,15,Friday,0
TXN0000234404,Bill Payment,Fuel,Android,4G,12,Wednesday,0
TXN0000234618,P2P,Grocery,Android,5G,21,Friday,0
TXN0000234639,P2P,Food,Android,4G,21,Sunday,1
TXN0000234723,P2P,Other,Web,4G,18,Wednesday,0
TXN0000234748,P2M,Other,Android,4G,12,Friday,0
TXN0000234814,Bill Payment,Utilities,Android,4G,10,Saturday,1
TXN0000234830,P2P,Food,iOS,WiFi,18,Monday,0
TXN0000234843,P2M,Grocery,Android,4G,21,Thursday,0
TXN0000234909,Bill Payment,Shopping,iOS,4G,14,Wednesday,0
TXN0000234949,P2M,Entertainment,Android,5G,9,Wednesday,0
TXN0000235066,Bill Payment,Food,Android,4G,8,Thursday,0
TXN0000235147,P2P,Grocery,Android,5G,17,Friday,0
TXN0000235491,P2P,Other,iOS,4G,18,Tuesday,0
TXN0000235547,P2P,Shopping,iOS,5G,20,Wednesday,0
TXN0000235666,P2M,Grocery,Android,4G,2,Thursday,0
TXN0000235680,Bill Payment,Other,Android,4G,20,Wednesday,0
TXN0000235701,P2P,Grocery,iOS,4G,18,Thursday,0
TXN0000235720,P2M,Utilities,Android,4G,9,Tuesday,0
TXN0000236011,P2M,Fuel,Android,4G,17,Monday,0
TXN0000236217,P2P,Fuel,Android,5G,20,Saturday,1
TXN0000236307,P2M,Fuel,Android,4G,14,Friday,0
TXN0000236321,P2M,Food,Android,4G,17,Wednesday,0
TXN0000236327,P2M,Entertainment,Android,4G,13,Friday,0
TXN0000236338,Recharge,Healthcare,Android,4G,9,Friday,0
TXN0000236521,P2P,Transport,Android,4G,18,Friday,0
TXN0000236530,P2P,Education,Android,WiFi,0,Monday,0
TXN0000236608,Recharge,Shopping,Android,4G,12,Sunday,1
TXN0000236644,P2M,Other,Web,3G,9,Tuesday,0
TXN0000236945,Bill Payment,Grocery,Android,4G,22,Wednesday,0
TXN0000237093,P2M,Other,Android,WiFi,10,Monday,0
TXN0000237151,P2M,Food,Web,3G,20,Tuesday,0
TXN0000237243,P2M,Entertainment,iOS,4G,21,Friday,0
TXN0000237245,P2M,Shopping,Android,4G,19,Monday,0
TXN0000237488,P2M,Transport,Android,5G,3,Wednesday,0
TXN0000237490,Bill Payment,Food,Android,4G,11,Friday,0
TXN0000237611,P2P,Entertainment,Android,4G,21,Friday,0
TXN0000237857,Recharge,Other,Android,4G,12,Sunday,1
TXN0000237860,P2M,Entertainment,Android,4G,16,Wednesday,0
TXN0000238140,P2P,Shopping,Android,4G,17,Tuesday,0
TXN0000238168,P2P,Utilities,Android,4G,21,Sunday,1
TXN0000238397,P2P,Grocery,Android,5G,16,Monday,0
TXN0000238482,Bill Payment,Other,Web,4G,9,Thursday,0
TXN0000238618,P2P,Education,Android,5G,13,Tuesday,0
TXN0000238700,Bill Payment,Shopping,iOS,4G,20,Monday,0
TXN0000238784,P2M,Transport,iOS,4G,17,Friday,0
TXN0000238988,P2P,Shopping,Android,5G,20,Friday,0
TXN0000239008,P2P,Fuel,Android,4G,12,Friday,0
TXN0000239100,P2M,Grocery,iOS,5G,17,Sunday,1
TXN0000239305,Recharge,Other,Android,4G,12,Tuesday,0
TXN0000239378,P2M,Grocery,Android,5G,11,Thursday,0
TXN0000239440,P2P,Other,Android,5G,21,Tuesday,0
TXN0000239511,P2P,Education,Android,4G,16,Friday,0
TXN0000239571,P2P,Transport,Web,WiFi,7,Friday,0
TXN0000239718,Bill Payment,Transport,Android,4G,8,Saturday,1
TXN0000240143,P2M,Fuel,Android,4G,10,Wednesday,0
TXN0000240150,Bill Payment,Education,Web,4G,7,Friday,0
TXN0000240487,P2P,Food,Android,4G,8,Thursday,0
TXN0000240521,P2P,Food,Android,4G,19,Thursday,0
TXN0000240597,P2M,Grocery,Android,5G,12,Friday,0
TXN0000240999,Bill Payment,Entertainment,Android,5G,10,Sunday,1
TXN0000241098,P2P,Food,Android,4G,22,Wednesday,0
TXN0000241337,P2P,Entertainment,Android,4G,13,Wednesday,0
TXN0000241370,Bill Payment,Grocery,Android,4G,17,Friday,0
TXN0000241419,P2M,Transport,Android,4G,13,Saturday,1
TXN0000241499,Bill Payment,Grocery,iOS,4G,11,Wednesday,0
TXN0000241812,P2P,Grocery,Android,WiFi,20,Thursday,0
TXN0000241817,P2P,Other,Android,4G,7,Monday,0
TXN0000241997,P2P,Fuel,Android,4G,22,Monday,0
TXN0000242075,P2P,Healthcare,iOS,4G,16,Wednesday,0
TXN0000242113,P2M,Grocery,Android,5G,8,Thursday,0
TXN0000242422,P2P,Grocery,Android,3G,11,Wednesday,0
TXN0000242589,P2P,Food,iOS,4G,17,Saturday,1
TXN0000242747,Bill Payment,Other,Android,4G,13,Sunday,1
TXN0000242889,P2P,Grocery,iOS,3G,4,Friday,0
TXN0000242914,P2P,Other,Web,4G,16,Wednesday,0
TXN0000243239,P2P,Shopping,Android,5G,16,Thursday,0
TXN0000243255,Bill Payment,Utilities,Android,4G,15,Monday,0
TXN0000243271,P2P,Grocery,Android,4G,10,Monday,0
TXN0000243285,P2M,Transport,Android,4G,17,Wednesday,0
TXN0000243544,P2P,Grocery,Android,WiFi,19,Sunday,1
TXN0000243562,P2P,Healthcare,Android,5G,5,Friday,0
TXN0000243661,P2P,Food,Web,5G,18,Thursday,0
TXN0000243849,P2M,Other,Android,4G,18,Saturday,1
TXN0000243873,P2P,Transport,iOS,WiFi,21,Saturday,1
TXN0000244039,P2P,Fuel,Android,5G,19,Sunday,1
TXN0000244058,P2P,Shopping,Android,4G,20,Tuesday,0
TXN0000244087,Bill Payment,Utilities,Android,4G,20,Thursday,0
TXN0000244225,P2M,Grocery,Android,4G,21,Saturday,1
TXN0000244329,Bill Payment,Healthcare,Android,4G,19,Tuesday,0
TXN0000244434,P2M,Fuel,Android,4G,15,Thursday,0
TXN0000244633,P2P,Transport,Android,4G,13,Tuesday,0
TXN0000244667,P2P,Fuel,Android,5G,12,Monday,0
TXN0000244678,Bill Payment,Fuel,iOS,4G,6,Monday,0
TXN0000244679,P2P,Entertainment,Android,4G,19,Thursday,0
TXN0000245043,P2P,Entertainment,Android,5G,11,Friday,0
TXN0000245062,P2P,Food,Android,WiFi,17,Wednesday,0
TXN0000245457,P2P,Education,Android,4G,23,Monday,0
TXN0000245710,P2M,Food,Android,4G,20,Sunday,1
TXN0000245847,P2P,Food,Android,WiFi,13,Sunday,1
TXN0000246233,P2P,Entertainment,Android,WiFi,9,Monday,0
TXN0000246415,P2M,Utilities,Android,4G,12,Thursday,0
TXN0000246426,P2M,Shopping,iOS,4G,18,Thursday,0
TXN0000246472,P2M,Food,Android,3G,22,Thursday,0
TXN0000247141,P2P,Healthcare,Android,4G,23,Saturday,1
TXN0000247203,P2P,Shopping,Android,4G,10,Tuesday,0
TXN0000247287,P2M,Shopping,Android,4G,16,Tuesday,0
TXN0000247466,P2P,Transport,Android,5G,14,Thursday,0
TXN0000247505,P2M,Food,Android,5G,9,Tuesday,0
TXN0000248027,Bill Payment,Other,Android,5G,13,Wednesday,0
TXN0000248268,P2P,Transport,iOS,4G,18,Friday,0
TXN0000248408,Bill Payment,Grocery,Android,4G,17,Monday,0
TXN0000248464,P2M,Grocery,Android,4G,12,Tuesday,0
TXN0000248484,P2M,Fuel,Android,4G,16,Sunday,1
TXN0000248513,P2P,Shopping,iOS,4G,12,Monday,0
TXN0000248584,Bill Payment,Fuel,Android,3G,20,Wednesday,0
TXN0000248652,P2P,Entertainment,Android,5G,7,Saturday,1
TXN0000248826,Recharge,Grocery,Android,4G,10,Tuesday,0
TXN0000249192,P2P,Food,Android,4G,11,Wednesday,0
TXN0000249252,Recharge,Grocery,Android,5G,12,Wednesday,0
TXN0000249382,P2M,Grocery,Android,4G,12,Saturday,1
TXN0000249450,P2M,Food,Android,4G,7,Monday,0
TXN0000249587,P2P,Fuel,Android,WiFi,16,Saturday,1
TXN0000249717,P2M,Entertainment,Web,5G,18,Tuesday,0
